                User   Dropout    Non_Dropout            IPI
           pyps90112         1              0      -4.000000
           vigor2013        53             21      -2.081081
               domtm         7             37      -2.409091
             mabitcy         1              0       2.000000
           104729003        12              7      -0.210526
             JimmyOu         0              1      -4.000000
           howlongru         1              0      -4.000000
                aria         0              1       2.000000
             freelon         0              1      -4.000000
                 hps         1              0      -4.000000
            vickylai         1              0       2.000000
         111D0382264         5              0      -2.800000
             leotang         7              2      -1.555556
            D0276675         0              1       0.000000
             Wei1213         2              0       0.000000
          cchs112189         1              8      -3.333333
         105D0338336         2              0       1.000000
          cchs111190         2              1      -4.000000
         LiuChihChun         8              3       0.545455
             ryir591         5             10       0.800000
            robert99         1              0       0.000000
       courage312502        18              5      -2.260870
         carolliu888        21             85      -3.037736
         nonoliu5683         1             73      -3.513514
         130D0452915        11              2      -3.384615
           s78645921         3             19      -2.363636
            z3464563         0              1       2.000000
         104D0338469         4              0      -1.500000
        GUOLONGZHENG         0              1      -4.000000
          janeyChang         0              5      -4.000000
         lindafan129         5              1      -2.333333
          Chunghsing         9              7       0.250000
                 Poo         2              5      -0.571429
          cchs311079         3              5      -1.750000
         Yi-Min-Chen         1              1      -4.000000
             joyqqqq         2              0      -4.000000
            fripside         9             10      -2.421053
               49924         0              1      -4.000000
         105d0338425         0              1       0.000000
                Kobe         1              0       2.000000
         130D0411954         2              3      -2.000000
           ste16phen         2              0      -2.000000
          cchs111074         2              0       2.000000
         shirleyhung         3              2      -4.000000
             Yu-Hsin         3              8       0.000000
             ioio007         2              3       0.000000
          cchs111093         4              0      -3.000000
            Sandylin        12             50       0.161290
         fangpeiling        10             25      -1.714286
            bullskuo        38             25      -3.492063
             lena554         3              0      -2.666667
         111D0410078         6              0      -2.333333
          Sabrina630         1              0       2.000000
          chccc81156         7             12      -0.736842
           104522103         1             10       0.363636
       GN008D0132188        10              5      -0.400000
            wasamilu         1              0       2.000000
          toramaru18         8              1       0.000000
           melodylin         1              0       0.000000
          cchs311077        13             16      -3.931034
          CavinCheng         6              7      -0.153846
         120D0383133        11              1      -3.500000
         indigograce         2              6      -2.000000
                 M39         3              0      -2.666667
                Faye         5             11      -1.875000
           AndrewLin         1              3      -0.500000
          cchs111203         2              0      -5.000000
        shauhaustill         4             22      -1.230769
           chenyobou         1              0      -4.000000
            bape1536         0              3      -0.666667
        lilianlilian         3              1      -4.000000
           410227323         4             15      -1.473684
             sugar01         0              2      -5.000000
        wxysnrm37512         1              1      -1.000000
           a50214123         1              0      -4.000000
                Jane         3              8      -2.727273
          cchs111111         5              3      -2.000000
            Riva0519         3             12      -4.000000
             Angelaa        31             64       0.168421
                Diru         8              8      -2.125000
           irene8583        22              0      -1.181818
            sera0804         1              0       2.000000
            LeoHsiao        13             12      -2.400000
         106D0308601        14              2      -3.000000
            AndyHung         6              1      -1.714286
             JoanLin         0              1       2.000000
              maypea        51             12      -1.619048
          cchs111247         1              1       2.000000
             chihyao         1              0       2.000000
         xvrtnzy9456         2              1       1.333333
         eva68624339         0              1      -4.000000
         Ying-TienSu         1              3      -2.500000
              s92137         0              1       2.000000
              YaTing         2              4       1.666667
             sddrlin         3              0      -2.666667
           juliachen         4             67      -3.380282
                 aya         1              0      -4.000000
                Eden         0              9      -2.000000
           ReneeWang         1              1      -1.000000
         131D0462506         2              2       0.000000
         hchuang9999         0              1      -2.000000
          julie00317         2             22      -3.750000
              q81979        17             19      -2.833333
                 Hyf         7            192      -3.748744
          daikki0314         3              0      -0.666667
         chemin_yang         0              1      -4.000000
                niya         0              1       2.000000
                KenJ         0              1       2.000000
           sorbi0821        18              4      -1.818182
         weichunwang         2              0      -4.000000
          xzor257896         1              0      -4.000000
            BellaYen         9              4      -3.538462
         131419jacee         1              1      -1.000000
         134D0492095         8             10      -1.777778
       Yi-SiouJhuang         1              0       0.000000
           cchs11143         0              6      -3.000000
            TerryYou         5              1      -3.666667
            www10177         3              2       0.400000
          godandme99         3              1      -3.000000
             hsuanli        14              5      -2.842105
           Neold2022         1              1       2.000000
               JeanK         1              0      -4.000000
           StarJanux         2              1      -4.000000
              fisher         0              6      -2.000000
      DylanChang992d         0              1      -4.000000
          cchs111036         1              5      -3.000000
        jackplayer00         0              1       2.000000
            vickykao         3             20      -1.130435
               Ayano         1              0      -4.000000
               Annsu         2              2       1.000000
           ChongWang         7             13      -0.700000
              s23912         0              2      -4.000000
                megy         0              2      -2.000000
          dd58204590         2              1       0.000000
             Francis         1              0      -4.000000
            D0391826         4              1      -2.800000
          cchs111054         1              6      -0.571429
          cchs111082         0              4      -1.000000
          PTGSH21622        12              3      -2.933333
            joan0920        22             11       0.969697
            rolandoo        19              4      -3.130435
                 533         2              1      -1.333333
           104552018         7             27      -1.588235
             g144597        10             15      -3.600000
           sean90817         2              0      -1.000000
            chihmeng         9            105      -3.561404
             pen1224         1              0      -4.000000
               masso        20             57      -2.051948
           yhsieh222         9              1      -3.400000
       shawn19941010        49             10      -1.830508
          angelachen         1              6      -2.285714
                viie         0             63      -2.888889
           ChingYain         3              9      -1.000000
         YANG-TZU-YI         5              3      -2.000000
            EvaChang         1              0      -4.000000
        ceciliasuntw         4              4       1.500000
           luchaojui         1              1       2.000000
                Vivy         9             16      -2.800000
              Bakery        10              5      -1.466667
          julyer1016         0              1      -4.000000
                Tobe         0              1       2.000000
          CHENFONGYI        21              1      -3.454545
           Alice1688        23             32      -1.054545
              TingWu        37             17      -3.444444
        c51149161d73         0              7      -4.000000
           y66115588        18             37      -1.818182
            derek202         2              0      -3.000000
              kenlay        24             46      -0.457143
            samantha         1              0      -4.000000
           mini80811         6             27      -2.060606
         alice801107         2              3      -0.400000
         106D0340619        11              2      -2.615385
     liujenny414309c         1              4      -2.800000
          wutony0911         0              1      -4.000000
              donwsc         1              0       2.000000
         136D0347915         7              3      -3.800000
          rfv7855659         6              7      -1.384615
             Wjyanan         0              4      -4.000000
             Mei6310         5              3      -4.000000
             piinyan         1              0      -4.000000
           Vicky1122         3              1      -2.500000
           small_lee         1              4       1.600000
            BF102007         1              3      -4.000000
            sp060825         4              3      -2.857143
          littlebird         1              0       0.000000
                 Shy        23              0      -2.086957
          gn03620267        16              7      -0.608696
            af851117         3             11      -1.428571
              Chelsi         2              5       1.142857
              Jackal         5              0      -2.000000
          fcwang0930         5              0      -5.200000
              k39555        46             22      -3.294118
       LinChuanCheng         2              4      -3.000000
      MisatoMasunaga         1              0      -2.000000
               lily1         3              0      -0.666667
          sammi62857         1              8      -2.222222
           chiaoliao         4              3      -2.285714
               Tracy         2              1       0.000000
            sian1017         5             11      -2.250000
           104522014         1              0       0.000000
          JosheChang         1              0      -4.000000
          hakkachild         2              1       0.000000
            annchang         5              4      -1.555556
          orange8068         2              0      -1.000000
            photoleo         6              3      -2.000000
             XUYIWEN         0              4      -4.000000
        4248D0325474         1              0      -6.000000
          890310kiki         1              0      -4.000000
            04220422         4              1      -4.000000
         carfielddog         2              2       0.000000
         112D0471819         1              0      -4.000000
              860619         1              0      -4.000000
            wujanyan         9              1      -4.200000
          cchs112067         3              1       1.500000
           naturehsu         0              2      -2.000000
           chiaopien         9              3      -3.166667
           tges92095         6              0      -2.000000
          y1234567tw         1              0       2.000000
        happy4292007         4              0      -1.000000
     keytomyheart520         1              0       2.000000
               DLiou         1              0       2.000000
              EmmaWu         0              1      -4.000000
         111D0382305        22              1      -2.434783
             Weiyang         5              4      -0.666667
            why10336         0              5      -2.800000
          nicoled95d         5              0      -3.600000
          felicesdia         7              2      -2.444444
         434D9921178         1              2      -4.000000
         127D0387035         4              0      -1.500000
           CircleMom         3              0      -5.333333
          daniel1967         4             25      -1.931034
             at48re8        11              0      -2.727273
             FengLin         5              4      -3.555556
           HAPPINESS         4              8       0.333333
          BatEmperor        18             44      -0.451613
              ppo317         6             39      -2.222222
        a09879409770         3             10      -1.076923
              brocnn         1              0      -4.000000
            d0031314         2              2      -4.000000
           Jason1115         3             22      -0.880000
           clare8164         8              0      -4.250000
            u8712052         8             60      -3.411765
            81a12m9y         0              5      -0.800000
               Maple         1              0      -4.000000
             a201953         3              0      -2.000000
           free40711         2              0       2.000000
           f04010718         2              1       1.333333
         235D0039504         8              0      -3.250000
            D0335820         2              0      -4.000000
            caps9129         4             15       0.105263
                Noel         1              2       2.000000
          cchs311103        11              6      -1.647059
          cchs311004        25             12      -3.081081
          cchs112015         3              2       2.000000
             NickHsu        12              2      -3.714286
              AJChin         3              0      -3.333333
           ShirlinYu         2              3      -2.800000
              philix        11             34      -0.888889
           tim1221tw         2              2      -1.000000
           erickoko0         1              7      -1.750000
            yen-song         5              3      -4.250000
           derekyang         1              0      -4.000000
          ling101412         1              1      -2.000000
            a7926515         4              1      -0.800000
           romekevin        11             13      -1.583333
           patty3376         1              4      -4.000000
          cchs111188         2              0      -2.000000
            mi860211         5              7      -3.666667
          cchs111125         1              1      -1.000000
              jayliu         2              4      -1.666667
         a0970657988         1              0      -4.000000
         vedan870093         3              7      -0.400000
       monsterstella         1             16      -3.294118
             nlhsueh         1              0       2.000000
        cchs31200733        14             36      -2.040000
      ma201510270804         0              5      -1.600000
         argerse1228        21             32      -1.056604
              Bingoh         1              0      -6.000000
            xup6cj84         1              1      -2.000000
            elly0810         0              2      -4.000000
          DanielYung         7              3      -3.800000
        aa0982929954         2              0       0.000000
            dongchin        18             52      -3.457143
            Minchieh         0              1      -4.000000
          cchs112002        15             16      -0.774194
             JerryTu         1              1      -1.000000
          YuHsuanLiu         5              2      -1.714286
            glennhsu        10              0      -3.000000
             t401201         2             34      -4.111111
            yrain117         5              2      -2.285714
               319zz        35            129      -2.292683
             tsengru        13              0      -4.000000
          cchs112004         0              1       2.000000
            RiMouMou         3              8      -1.272727
              guavaa         1              0      -4.000000
         a0930776973         1              0      -4.000000
       hsiaochingw66         1              0      -2.000000
          albee123tw         1              3      -3.500000
             7776658         1              2      -2.000000
         MitsukiSato         9              0      -4.000000
            D0168922        10             32      -1.380952
               hojin         0              1       2.000000
                Juan         4              1      -0.800000
           Andy70516         1              0      -4.000000
           Kikiyo123         9             13      -1.636364
           amberemma         1              0      -4.000000
             tomyu60         9              6      -1.200000
          YUFenChang         1              0      -4.000000
           KellyLiao         1              0       0.000000
    consultant078383         1              3       2.000000
            s9001387        14              2      -2.250000
          abc1236350         3             15      -2.333333
             sugirem         0              1       2.000000
         Debbie12345         2              0      -5.000000
             wanting         4              0      -2.500000
            Ching082         3              4      -4.285714
          cchs112201         2              1      -0.666667
                  nm         2              1       0.000000
          Josephyang         0              3      -2.000000
            Suak1257         4              1      -1.200000
          Whitestone         3             13      -1.750000
          danny50610         1              0      -4.000000
           104801513         7              8       0.266667
          cchs111030         2              3      -0.800000
             miya888         0              1      -4.000000
              SaraWu         2              1      -2.000000
        vito11272002         7              5      -1.166667
            D0330854        11              0      -4.727273
             brian04        15             26       0.048780
           104602009         1              5       1.000000
             Sousuke         4              1       1.200000
             LuJoker         0              1      -4.000000
                KURO         0              1       2.000000
             SYH1002        34             10      -1.363636
            Markchen         4              0      -2.000000
           bethyennn         1              0       0.000000
             hyp0315         1              1      -4.000000
               Tammy        22             16      -1.421053
            BF102071         3              1       0.000000
            Aurelius         7              8      -0.933333
          uk20352621         1              1      -2.000000
           104522065         2              0      -4.000000
         maychen9999         7             20       0.370370
              davidh         1              0      -4.000000
                GIGA         2              3       1.200000
         133D0389924        11              6      -2.588235
          cellolivia         0             67      -3.611940
        ChenJenChieh         2              3      -2.800000
              Hanjia        10              0      -2.400000
          ALH1984417         0              9      -3.333333
        rocksheep625         1              1      -2.000000
         MelodyCheng        14             49      -1.333333
               Barry        18              3      -2.857143
      batmanintaiwan        15             11      -1.230769
            d0239925         3              0      -2.666667
           KellyHong         2             32      -1.647059
        mathew747113         2              2       1.000000
          snow830824        22              6      -2.642857
        LawrenceDong         9              0      -3.777778
              fusuan         2              0      -4.000000
               14079         2              0      -1.000000
              hlcedu        10             29      -2.615385
        johnson97312         1              1      -1.000000
            chia3388         1              1      -4.000000
            D0107211         9              2       1.090909
            BF102105         1              0       0.000000
        jing19990506         1              3      -4.000000
           104602022        32             73      -0.704762
         123D0345867         1              1      -4.000000
           Seraphina         3             29      -3.437500
           Tian-Tian         2             11      -3.076923
                Owen         1              1      -1.000000
           chouch522         9             55      -2.531250
           jonesahua         1              5      -2.000000
         106D0485570         1              0      -4.000000
          c1221hanna         3              1      -1.000000
        Chien-HuaPan         0              2      -2.000000
          delicialiu         0              1       2.000000
           sam850615         4              6      -1.200000
            AmyBagan         1              1      -4.000000
         120D0383218         3              0      -3.333333
           PinkyWang         2              1      -4.000000
                Meng        24             40      -0.531250
             Lindsey         1             12      -3.076923
              jinhwa        12             18      -2.866667
              Shayin         0              1      -4.000000
                 ZOO         4              0      -3.000000
            MARKu001         1              6      -1.714286
        st859674b29c         1              3       1.000000
         130D0426436         3              0      -2.666667
              lulucy         0              3      -4.000000
         mycrazyhaha         5              3      -0.750000
           kaoru0619         1              0      -4.000000
         131D0411938         7              2      -1.555556
            388chris         2              0      -2.000000
           Arno-0403         7             12      -1.368421
        popvoldemort        12              3      -0.933333
                Luby         0              1      -4.000000
                JayK        12             13      -1.040000
         111D0441954         2              0      -2.000000
         a0982991843         0              1      -4.000000
              wenhui        19            101      -2.883333
               LeePC         0              8      -2.500000
            D0307173         9              1      -0.200000
                Rice         1             10      -1.818182
     AnneHuangsocute         6             11       0.117647
          cchs111105         1              0      -4.000000
       yuyan0819chen         4              0      -0.500000
              BoSyun        49             12      -2.819672
              c34lcd        12             27      -0.974359
           SaSaHuang         0              5      -4.000000
          js97621161         0              1       2.000000
         127D0387004         0              1      -2.000000
               divoo         0              2      -4.000000
         PTGSH-21614        18              8      -4.538462
         101D0308424         1              0      -4.000000
              Andrew         8             10      -0.444444
             chirain         1              0      -4.000000
         TsaiBi-Syou         1             10      -3.454545
             aku1848         4              8       0.000000
              samuel         2              1      -3.333333
               Jiens         1              0      -4.000000
            elviszhu        11              7       0.555556
             ttshih1         0              1      -4.000000
           vm6gl4jo6         2              1      -2.000000
           ritajuang         0              7      -3.142857
            D0267729         1              0      -4.000000
          jason10902         7              1      -2.750000
         106D0340308         8              0      -1.750000
           joy851209         1              0       2.000000
           skyle0115         2              1      -4.000000
         ShellyHuang         9              1      -3.000000
         david412999         4              0       0.500000
          cchs311069         7             46      -3.245283
            sky47871         5              2      -2.285714
            fandy531         3              2      -4.000000
             haotuck         0             25      -2.080000
          BaylorTang         4              2      -1.000000
          cchs312040         1              4       0.800000
             wenying         7             10      -0.823529
         catdogbird3         1              3       1.500000
            tshulian         1              1       1.000000
             JearAce         0              3      -4.000000
           iamturkey        28             41      -1.652174
            dadado86        64            118      -2.065934
               hardy         1              2      -2.000000
         136D0385725         3              0      -1.333333
         131D0389631         5              0      -1.600000
          anguspeng2         8              0      -4.000000
         107D0308632         7              1      -1.750000
          cchs111092         0              2      -4.000000
          cchs111013         2              1      -2.000000
            judywang         0              1       2.000000
      GN008_D0135398         4              1      -0.400000
            lt912102         2              0      -2.000000
           104602004        36             11      -0.680851
         mengtzu0627         7             11      -0.555556
            YuruChen        24              9      -1.878788
         LiHsuanChen        11              0      -3.818182
          AshleyZhuo         1              0      -4.000000
         112D0441968         1              0      -4.000000
            ChenJohn         3              1      -1.500000
             f462571         7             55      -2.354839
           104602515        12              9      -1.047619
           104602502        40             57      -0.144330
             s864128         1              0      -4.000000
              js1729         0              2      -4.000000
              zeuswu         2             23      -1.600000
            ParinLai         1              0      -4.000000
            BF102036         2              0      -1.000000
            WillyLim         1              0       2.000000
             e090912         5              3      -2.000000
            julietyw         7             55      -3.677419
             TING131        16              0      -3.250000
              AmyYou         0              2      -2.000000
             LucyYeh        35             30      -0.984615
             JiaZhen         0              5      -4.000000
          SharonChen         1              0       0.000000
          SallyChang         1              1      -4.000000
             rueyder         5              0      -2.400000
          shyang0930         1              0       0.000000
           vivianliu         1              0      -4.000000
           boy820706         2              0      -1.000000
            peter202         0              1      -4.000000
         a0983202341        13             35      -2.041667
         105D0308509        18              1      -2.631579
               Stark         2              0       1.000000
       thomastang025        10             20       0.000000
           wenrenlai         1              9      -2.200000
              hwchou         3              1      -2.500000
        Yi-chunTseng         0              1       0.000000
           minghsieh        35             15      -1.600000
         130D0427070         1              0      -4.000000
         116D0324013         1              0      -4.000000
            g8560019         2             43      -3.866667
            jiaching         4              7      -0.909091
               RviMa        21              6      -0.518519
              Hunter         0             20      -3.100000
                etfp         2              1      -2.666667
           wendy0522         1              0      -4.000000
             MeiYing         1              1      -4.000000
              wzchen         3              0      -2.000000
              Kelvin         3              1       0.000000
            oik88011         0              3      -0.666667
          loooook123         1              0      -4.000000
               aaron        11             28      -3.025641
           JoyceYAYU         1              1       2.000000
          afu0890812         1              0      -4.000000
         111D0486750         0              1      -4.000000
                  hi         1              0       0.000000
              etoile         8            183      -3.958115
           shuhui007         3              0      -2.666667
             Maxbaba        14             15      -0.620690
              martin         1              0      -4.000000
             rainjay         2              1      -3.333333
            cyahsiao         0              1      -4.000000
      PTGSHzhen21607         1              0       2.000000
               yenju         3              0      -0.666667
          cchs311016         0             27      -3.555556
              DGGray         1              3      -1.000000
          nancy60531         1              0      -4.000000
           jeff81038         1              0       2.000000
              cheche         7              3      -1.800000
           104602514         5             51       0.107143
            jeffshen         1              5      -2.000000
            howard10         9              0      -4.000000
             shialiu         1              0      -6.000000
            JustinTu         2              2       0.500000
       Josephine0618         1              0       2.000000
          millychang         2              0      -4.000000
            ycchan18         1              4      -2.800000
         135D0390629        14             19      -0.303030
          cchs111064         0              1       0.000000
         a0918011346         1              6       0.000000
            KellenKe         1              0      -4.000000
              yidext         6              1      -3.428571
          JENNIFERDU         1              5       1.666667
            Kyletien         2              9      -2.000000
          cchs112029         1              0      -4.000000
         112D0343019        14              1      -2.000000
            Lulu1029         0              4      -1.000000
              roland         4             17      -3.714286
           oscarrist         9              8      -2.117647
             w960512         4              1      -1.600000
              hs0734         6             45      -2.941176
           sky191008        20              5      -0.240000
            JuliaLuo        32             50      -1.195122
          dan5317dan         1              0      -6.000000
         134D0412378         3              6      -3.333333
            qaz51613         2              2       0.000000
        SamsonGolden         4             18      -1.636364
          cchs112091         3             17      -2.400000
           chc112042         2              4      -3.000000
          cchs112023         1              1      -1.000000
              RayJin         1              0      -4.000000
         134D0457292         3              0      -2.666667
       h590312cherry         1              3      -4.000000
           chenwunya         8             16       0.083333
           chihchang         0              1       0.000000
          cchs112108         4              7      -2.909091
          tim8510221        21             18      -0.615385
           NickChang         5             44      -2.979592
       YEH-CHUN-HUNG         0              8      -4.000000
          cchs311022        13             40      -0.792453
            D0487127         1              0      -4.000000
     CCHSJustin-Zeng        18             15      -1.757576
         235D0252865         7              1      -2.500000
         102D0436397         0              1      -4.000000
          frankshiue         1              1       1.000000
          bonerforce         5              0      -3.600000
            ViviChen         4             30      -1.529412
             LoMandy         2              2       1.500000
             RyanKuo         4              5       0.222222
             a382022        11              8      -2.210526
              wwauto         2             20      -3.181818
                 Kim         8             12      -0.900000
         ruasaharuka         1              1      -3.000000
            annjames         4              1      -3.200000
         101D0379518         5              0      -2.400000
               karen         2              1      -3.333333
              wenLin         6             18       1.166667
          asdfg81321         4              0      -2.500000
          ling982071         8              5      -0.923077
               Antia         1              0      -4.000000
       CharleneChang         4              2      -3.666667
        milton652000         1              0      -4.000000
         115D0342198        41              9      -1.480000
            a1035543         2              0      -4.000000
          cchs111168         0              3      -4.000000
              i4ichi         0              1       0.000000
              reishi         3              6      -0.666667
           sym222555         1             15      -1.500000
              SuAnny         3             29      -2.000000
            chesheng        11             11      -0.454545
           sandy0220         0              1      -4.000000
          MaumauLiao         1              0      -4.000000
       Cheng-HsuehFu         0             17      -2.000000
          cchs111240         0              1      -4.000000
             AnnieWu         1              0       2.000000
            flamingo         0              1      -4.000000
        paul84101010         2              9      -3.818182
          DorisTseng         5              9      -1.857143
          cchs112070         2              0      -5.000000
           s88001940         2              2      -0.500000
           SueShiang         1              2      -1.333333
                Bill        26              6      -0.562500
       huiwen11718cc         4              0       0.000000
         125D0386671        11              1      -3.333333
             luefuee        32             33      -2.984615
          andy662002         0             12      -3.500000
             0342226         2              0      -1.000000
            s1022982        10              8      -3.666667
                Dean         0              1       2.000000
              su0422         1              0      -4.000000
          cchs311068         3              3       0.333333
              peihan         1              0      -4.000000
          soselab401         3              5      -1.250000
             EricSyu         4              0      -3.500000
           andycheng        68             36      -1.288462
         sheng830130         2              2       1.000000
             YI-Ting         1              2      -2.000000
           StevenHsu         2              0      -4.000000
           6ulinchen         3             61      -3.468750
       ArielChen0906         2             16      -2.666667
           Scjolin99         2              1      -2.000000
             MaxTsai         7              1      -4.250000
            EmilyLiu         0              3      -4.666667
            hwhsinng         1              1      -4.000000
               kaili         1              0      -4.000000
           Yirgacrow         3              1      -0.500000
           yupinchen         4              1      -2.800000
          cchs111232         0              3      -4.000000
         107D0380984         9              1      -2.800000
         107D0381068         8              0      -1.750000
                katy         1              2       0.666667
            katerina         0              4      -2.500000
           BlueScarf        12              2      -0.714286
            NasonLee         2              2      -1.000000
              101043         8             40      -1.083333
             ppo7698         3              1       1.000000
           a85200a13         6              0      -0.666667
            WangKiki        26             43      -1.710145
      jenniferlo0315         1              2      -0.666667
           sky-huang         3              9       0.833333
            mini1217         1              0      -2.000000
        JosephYangMC         2              0      -4.000000
          yapo931218         3              3      -2.666667
         66yukikitty         2              3      -4.000000
           LOHUILING         3              1       0.000000
              honini        10              1      -2.181818
         smokydonkey         2              1      -4.000000
      sun15695469872         4              0       0.500000
             icebaby         0              7      -4.000000
            FranceHp         0              1      -4.000000
            coralhua         1              1      -4.000000
            sue51239         2              4      -1.666667
        hong20000926         1              4      -0.400000
             mebopan         7              4      -0.363636
          AprilHuang        22             14      -1.333333
           jannychen         5             10       0.000000
            wu680706         2             70      -3.611111
        ChenPinLiang         1              0       0.000000
            ba456153         2              2      -1.000000
               Felix         3              0      -0.666667
          cchs111024         9              9      -1.888889
            Amandalu         0              1       2.000000
          cchs111223         0              2      -4.000000
             Willson         1              0      -4.000000
             bblm112         3              2      -3.600000
       annychang2265         2              6      -1.750000
          cchs311067         3              4      -1.142857
               Super         1              0       0.000000
         Karen_Chang         1              2      -2.000000
            Kevin186         3              2      -0.400000
           zweiliyun         7             10      -2.588235
           yachiwu56         0              1      -4.000000
            D0486555         0              1      -6.000000
           Jiangdada         4              1       0.800000
                 lyy         0             23      -4.000000
             max0211         4              0      -1.500000
               Liang         7             10      -0.823529
            trevize2         1              0      -6.000000
            TomChang        10              7       1.058824
     ShelleyChen1106         1              7      -4.000000
               aabby        12              9       0.857143
                Yann         3              2       0.000000
     FrenyChiange9da         2              0      -1.000000
            sean1107         3              7       0.000000
           104522061        19              9      -2.142857
       a222444666600         1              0      -4.000000
         120D0345615         1              0      -6.000000
         133D0453652         1              0      -4.000000
            BF102040         2              0      -2.000000
         135D0356122        24              1      -1.440000
          luckiedodo         3             18      -1.809524
                 Yin         0              1      -4.000000
           yoshigada         3              1      -1.000000
           stada1223         0              4      -3.000000
         s3310407034         0              6       1.000000
           qooqooppy         1              1      -4.000000
            M0428161         4              0      -0.500000
        liyuntse0308        23             16      -2.512821
           fountainB         8              3      -1.636364
                6423         6              6      -2.000000
         107D0340312        27              1      -3.142857
       Wengtingchieh         4              1       0.400000
           lidia1394         1              0      -4.000000
        tmpss9211mia         1              0       2.000000
           SteveChou        15             28      -0.976744
         112D0486781         1              0      -4.000000
            p852p963         1              0      -6.000000
            YiannLai        15             32       0.723404
             g759552        14             58      -1.722222
            bf102009         0              2      -4.000000
          jerry21213         1              0      -4.000000
            Takira23         1              0      -4.000000
            KuanFang         1              0       0.000000
                  YG         3              0      -2.000000
           Chris-Yeh         4             19      -0.695652
            dot10529         2              0      -3.000000
             feifarn         4              5      -3.555556
             slowmax        24             18      -0.380952
           kkc520880         1              0      -4.000000
              jrchen         3             11      -2.714286
         132D0142915         6              4       0.600000
         YinHongZong        20              5      -1.280000
       ChangRungJang         0              7       0.285714
             cynthia         6             55      -2.327869
        125D0349493-         0              1      -4.000000
              JxDoge         2              0      -4.000000
           kaven8174         1              7      -0.500000
         YoungFangYa        20              4      -2.833333
            d0345438         0              4      -1.000000
         102D0362492         1              2      -2.000000
             xylin29         5              4       0.666667
               IC-Li        57              9      -2.272727
            TzSinHsu         6             16      -0.090909
         meg20150705         4              6      -2.400000
